经度索引,纬度索引,count
43,40,62
9,9,4
123,53,17
45,51,77
60,17,15
107,15,60
90,18,1
122,29,36
39,31,38
119,20,2
22,80,2
95,51,34
90,82,2
102,81,1
35,77,24416
46,68,10032
59,55,15747
66,34,318777
66,40,62501
66,59,19501
69,54,34802
75,59,83
77,43,6229123
79,27,2721
85,36,111738
92,26,3218
98,61,4889
100,33,7001
102,38,2149
109,56,2767
35,25,344
71,80,424
75,15,3019
76,13,1178
84,25,566
127,58,471
59,53,3047
96,72,5283
32,74,308
32,76,1872
105,17,153
84,67,1473
55,63,254
42,46,15
96,54,88
110,23,166
21,59,171
49,10,82
107,40,205
32,81,388
123,50,6
84,68,118
37,48,24
61,50,52
70,12,18
40,58,23
120,17,32
121,4,6
121,26,68
119,43,19
94,63,32
116,13,25
34,9,123
77,68,6
126,31,14
123,18,1
42,45,16
44,15,39
82,80,41
91,8,7
116,61,43
42,30,14
43,30,6
15,25,5
112,82,4
30,3,10
31,1,14
119,59,2
14,15,6
72,75,2
94,6,49
1,13,4
121,77,5
42,68,4480
46,74,564
58,60,3303
62,63,2963
64,46,92750
66,35,149386
73,36,858504
81,24,3736
82,45,59781
85,52,8741
56,32,6904
93,42,3398
118,66,975
120,66,379
79,17,3645
59,29,3896
71,67,17
40,68,139
57,37,444
33,50,140
48,51,378
102,61,513
90,22,37
13,3,69
48,28,1025
78,15,156
49,41,460
113,15,166
20,41,3
104,40,100
103,72,50
98,81,25
114,10,6
45,77,49
97,19,965
38,52,86
104,69,14
70,11,2
100,41,72
126,32,51
48,45,4
41,78,19
127,72,10
88,20,43
106,30,12
73,67,113
40,54,80
30,52,13
49,73,369
57,35,3918
57,44,52403
68,27,18095
73,63,2177
78,23,15754
82,71,4544
84,47,223410
85,33,82890
85,54,1327
86,37,398985
28,43,27
41,35,1126
76,11,3339
82,56,47770
86,55,8010
110,62,2594
117,56,3836
47,14,471
40,43,153
61,12,1012
77,66,314
105,21,300
109,2,30
112,61,2203
27,51,70
73,65,285
26,41,46
62,27,436
12,7,96
49,64,59
93,53,598
89,74,622
110,21,938
111,59,67
111,38,37
15,36,249
6,28,4
66,63,576
84,64,115
72,74,27
50,82,54
93,46,929
115,7,2
31,9,8
49,80,6
127,34,53
29,21,1
30,21,6
78,65,8
126,30,50
50,34,121
88,61,15
26,39,1
34,41,14
91,72,1
85,14,8
121,22,5
51,52,4
34,1,118
59,68,1294
64,75,1296
67,24,6116
67,45,679537
68,35,420176
70,15,5674
72,63,12171
84,48,102727
87,48,45102
89,56,3218
95,66,7237
114,17,4101
69,75,620
72,80,770
93,41,1930
98,65,3238
127,50,498
83,59,5592
107,54,736
54,24,505
56,30,977
42,19,21
44,17,1013
117,5,308
75,9,1512
56,41,750
37,37,1013
32,12,407
54,36,1786
68,9,109
19,60,787
39,33,78
95,76,569
31,55,11
85,0,26
6,31,15
65,64,22
75,78,139
125,42,115
93,20,46
117,18,2
38,3,1
48,21,2
123,35,132
59,2,65
45,10,39
41,50,213
116,11,63
67,7,77
68,76,7
50,5,119
34,43,11
99,56,180
83,1,29
19,56,14
106,15,4
65,70,12
86,62,60
125,82,19
47,23,3
100,19,20
72,13,3
49,30,1
76,7,146
116,72,1
40,56,679
44,69,13248
63,39,88211
69,47,2056856
70,28,124923
70,31,610615
71,51,55318
72,62,7264
75,27,124192
75,28,449666
78,54,19113
79,28,45870
79,51,21350
80,31,33894
88,57,12646
90,60,10883
116,44,4100
58,33,39485
59,31,14365
107,62,1224
33,42,76
94,77,879
115,2,4796
100,65,480
26,67,1274
87,29,2041
94,54,145
96,47,458
57,65,3051
103,70,582
23,50,86
67,67,291
43,65,365
28,67,984
25,0,68
4,34,17
52,20,126
54,13,1082
56,53,430
45,7,34
45,26,308
97,28,12
119,72,18
29,7,57
116,24,6
60,15,8
1,74,2
52,51,470
46,44,6
72,11,2
124,39,1
31,72,20
101,53,95
50,74,31
102,19,40
16,15,4
117,60,23
89,69,7
101,8,64
61,21,30
44,13,1
119,51,1
116,5,2
63,54,94505
67,35,488291
69,32,667131
76,28,787749
77,29,1334931
83,47,486581
85,45,1094435
85,55,57173
89,38,1111
89,65,7792
95,28,12095
103,61,2462
103,62,1816
54,58,1033
85,25,262
96,31,27103
27,32,2813
39,0,21
98,9,417
119,66,699
96,55,30
97,74,2607
72,60,1866
37,74,125
50,14,2771
83,27,6621
125,18,352
87,66,23
94,3,75
59,52,432
24,13,221
37,45,138
51,43,2889
27,35,554
41,47,4
80,59,2237
115,35,105
23,58,414
52,58,1
17,14,187
111,77,42
43,81,94
95,45,62
38,20,251
122,55,3
90,17,9
50,33,884
104,82,49
125,59,192
34,8,22
99,59,44
17,28,1
40,57,26
46,31,132
106,75,8
84,70,35
79,81,2
5,19,2
47,75,13
109,16,19
79,64,35
124,26,6
116,34,18
86,66,8
105,66,10
39,51,9
105,10,1
33,62,6
120,28,9
36,5,150
52,15,19547
57,45,117224
60,47,13538
65,46,26647
67,30,282030
72,38,3360621
82,1,2680
82,11,1595
87,62,2068
90,25,1106
44,66,244
60,58,16265
93,71,2422
57,34,5827
98,49,312
112,4,235
61,79,915
72,27,301
24,68,913
25,68,1683
96,37,212
96,65,4318
28,51,329
33,51,59
30,31,14
78,32,1180
29,58,120
53,31,224
42,26,60
68,65,175
88,71,396
30,65,1126
58,76,410
67,60,191
74,66,208
28,1,6
55,75,233
57,76,361
32,79,678
75,6,379
55,38,95
65,16,70
35,10,271
95,57,56
18,8,10
41,33,109
115,79,34
71,72,3
44,24,3
108,66,4
85,82,16
95,20,6
50,27,51
122,80,211
86,14,28
14,14,44
59,71,11
49,45,27
99,17,2
50,54,4
11,14,21
11,44,74
118,6,2
22,62,157
41,67,2106
55,45,86391
61,63,1563
66,47,45711
67,54,15256
68,49,192686
69,25,6354
70,46,3437016
77,53,131971
79,60,4285
88,40,96535
88,49,36975
101,47,6482
124,9,1700
30,39,33
39,35,853
54,34,507
55,40,9588
74,8,5703
124,46,564
102,79,1342
46,10,383
98,3,319
40,45,368
68,60,2907
87,17,688
87,18,1129
42,67,624
83,67,495
101,38,3033
111,21,13
33,32,59
55,36,36
83,18,33
85,19,302
72,5,43
97,52,57
107,16,174
108,16,112
6,36,214
11,37,156
66,3,1265
47,52,23
55,13,763
109,79,16
35,42,14
120,19,50
123,10,2810
108,45,352
109,0,4
125,28,7
26,19,5
77,64,126
70,68,22
29,8,3
22,57,85
112,73,4
63,69,134
84,79,223
76,16,50
77,80,1
40,14,49
28,49,1
40,9,24
107,19,3
31,58,281
57,47,8876
57,57,4359
65,38,188210
69,23,1085
69,29,125510
69,59,6332
70,25,16588
75,42,8739674
77,61,436
81,58,798
84,40,1140767
87,47,23798
88,55,7649
92,43,5695
115,17,4205
115,45,3828
122,11,10089
37,68,805
54,52,205
75,10,4171
84,45,6703
88,36,14640
60,60,6451
84,60,6070
61,26,6155
61,29,6979
20,12,1097
33,79,3473
53,40,3746
52,64,836
43,38,790
88,43,840
29,30,6
95,73,561
119,36,16
111,25,83
110,41,46
21,53,15
95,77,730
38,69,70
2,32,383
92,33,1641
62,24,761
115,50,2
18,14,425
117,42,69
120,45,8
61,7,56
99,50,362
45,62,35
123,15,154
121,33,9
124,50,53
82,66,7
14,59,30
68,3,178
62,74,3
31,49,76
61,72,233
94,22,282
124,12,34
39,7,17
68,4,62
84,0,10
36,9,1
5,16,24
105,49,27
107,56,227
106,42,1
38,75,3976
57,17,4834
61,52,12512
61,67,228
62,15,7520
66,76,15172
69,15,15773
75,37,8651519
76,27,106934
76,51,183846
79,46,3765339
82,29,4462
83,44,390450
90,32,92821
90,43,1515
94,40,11856
35,74,1273
36,32,82
36,75,1777
55,56,924
96,70,1140
99,75,2351
49,20,678
50,41,689
89,23,695
63,78,10307
116,2,228
72,78,544
50,39,3876
25,32,3317
71,63,1327
31,79,247
51,15,1550
79,1,222
50,29,174
52,34,16
74,20,10
17,19,11
107,79,144
58,13,192
62,5,1
123,51,10
7,4,61
0,1,6
125,20,81
28,18,6
104,14,326
87,23,3
41,79,27
41,81,4
90,79,12
106,67,351
105,59,20
107,74,9
9,13,17
9,14,11
12,14,23
47,76,11
125,31,27
104,30,2
55,6,4698
57,18,8802
61,32,8608
61,48,36392
63,42,120252
72,61,22472
79,21,27044
79,29,189351
80,30,29363
80,54,3685
86,49,2742
100,39,7343
102,39,6298
104,22,4039
118,18,1954
125,2,1887
38,82,324
40,34,195
88,37,17342
93,45,874
34,77,6319
81,28,10492
107,63,654
110,68,63
105,20,197
13,8,84
40,49,37
105,63,1327
118,56,465
102,68,283
41,64,327
52,59,311
77,16,1679
110,71,31
126,47,361
42,33,249
22,32,1100
104,17,1079
112,25,70
25,53,309
46,23,41
66,81,446
78,4,12
108,40,75
16,51,211
5,34,255
89,34,1863
83,60,444
84,3,17
43,68,765
62,79,609
121,35,326
100,51,184
49,68,42
123,2,7
118,65,8
116,10,57
30,78,1
57,52,60
74,13,71
27,62,68
32,6,51
42,51,37
86,15,31
39,43,23
48,71,251
13,17,4
20,73,9
31,64,1834
35,55,517
37,5,270
52,50,1917
54,15,6139
54,41,8723
57,10,3481
66,61,2811
71,32,1827892
80,50,106640
82,4,1563
82,21,7591
86,57,63629
94,43,6186
94,65,5830
99,61,6256
111,20,1617
119,12,3016
121,14,5102
124,10,3965
32,37,194
33,76,2679
58,47,438
85,29,505
93,70,1211
63,77,10386
82,28,1660
120,14,781
60,48,295590
101,45,346
58,23,476
30,55,141
99,37,478
109,67,43
87,26,95
102,45,110
68,10,130
72,16,167
113,35,35
6,29,18
7,31,37
90,23,268
104,78,108
13,4,9
46,51,17
57,12,142
87,68,41
119,0,29
112,51,335
66,82,460
21,44,8
99,41,50
55,20,29
42,43,28
12,59,1
109,5,5
35,81,1
78,79,37
58,72,598
43,28,26
44,30,2
85,11,465
31,82,240
53,71,3262
61,35,79189
61,46,9300
66,24,5853
68,30,181360
71,62,11342
72,35,625665
79,38,7301273
82,32,8796
87,51,2941
91,64,9477
92,29,31168
92,67,12393
93,57,822
37,40,3239
68,74,989
98,32,10179
87,21,693
60,28,5356
82,27,1872
55,61,1224
63,80,24
48,62,46
87,67,129
18,18,157
64,81,895
71,24,341
72,17,206
26,54,551
98,5,1
91,70,244
32,65,409
77,4,20
71,15,2884
54,72,517
44,71,173
77,77,47
94,64,418
85,79,200
110,2,1
32,44,13
46,75,25
39,1,59
50,81,11
74,73,43
81,3,27
121,1,7
95,16,12
27,17,9
53,19,13
28,61,134
84,18,947
16,3,18
101,54,532
99,38,9
126,72,25
108,6,11
99,22,3
74,81,7
109,6,22
41,14,1
52,73,12
118,79,1
50,25,4
57,15,1
77,78,10
99,6,1
78,73,60
52,26,2
90,9,7
39,11,7
115,40,41
53,47,22167
56,16,6606
64,38,39819
73,39,9811325
83,37,3799381
83,55,157169
91,43,6952
97,60,2327
102,30,4830
102,31,5739
108,62,3872
38,68,2141
41,71,1648
53,43,1979
64,31,39221
93,72,492
49,19,953
91,6,477
40,44,388
50,20,46
89,16,2297
99,49,321
105,52,336
74,58,2787
81,63,105
54,14,3353
73,79,1081
37,49,43
102,46,417
121,39,72
9,1,9
48,39,311
69,11,96
24,55,737
24,31,3574
69,82,350
15,71,131
17,17,20
54,74,180
100,50,72
32,78,361
92,58,426
79,74,19
87,75,346
33,17,22
116,17,2
24,34,401
52,55,56
49,21,19
68,2,13
53,73,5
117,68,11
48,41,97
112,78,31
46,81,3
102,54,9
114,54,2
83,64,27
50,79,33
13,16,7
38,29,9
99,23,34
52,28,5
61,36,209648
61,51,3838
63,33,79711
63,56,18902
63,66,7964
65,54,26300
68,69,12073
77,44,8297704
78,56,71059
80,27,1433
89,49,9748
106,53,1031
113,46,2691
25,50,723
35,35,1022
33,41,42
105,81,3896
94,4,736
7,3,122
19,24,1334
57,29,1669
65,81,3025
20,13,7143
67,78,1172
75,60,61
106,21,344
27,53,183
28,54,231
29,55,267
84,2,255
85,63,550
116,31,129
39,12,229
112,15,140
18,75,50
29,81,355
109,19,21
99,29,526
93,24,601
33,16,26
125,11,453
43,11,258
107,36,1
80,6,158
44,20,13
115,52,1
41,80,4
69,4,22
127,53,11
64,19,2
57,8,19
116,33,274
39,75,5
100,2,389
96,27,2
112,1,10
45,35,19
35,30,10
76,81,1
44,67,7
32,0,125
65,76,24762
74,16,6042
77,33,2071418
81,18,1430
81,23,4207
81,27,4224
82,33,143824
91,62,9889
99,46,4890
37,38,2409
94,31,33839
94,76,447
51,23,1413
83,4,567
88,22,5124
56,28,7332
100,64,453
77,17,2679
70,21,10759
77,11,364
25,1,67
23,72,1
32,75,640
19,59,155
22,51,80
28,77,458
93,74,132
92,38,24
16,28,32
123,49,710
49,79,9
59,9,89
96,25,2
126,35,204
82,9,20
56,72,1
25,65,42
121,63,269
54,9,51
15,33,5
56,80,3
103,74,3
104,53,74
37,14,4
112,31,6
86,8,2
103,41,1
105,38,2
36,55,504
63,30,183240
65,53,24063
68,59,29658
70,52,191507
72,24,5739
77,24,327640
77,52,258240
77,56,57021
78,45,6281914
88,34,2776
90,44,750
105,25,6414
107,23,3669
39,69,1113
58,2,990
84,57,28673
112,49,3141
126,57,822
96,75,4599
119,65,271
47,10,268
50,65,2486
24,60,17
97,30,3627
31,74,147
70,80,1278
105,64,169
100,26,71
95,65,3148
57,62,593
79,67,624
62,41,830
73,19,249
89,70,231
18,37,144
19,37,57
71,14,135
102,26,242
3,29,4
108,48,67
104,47,632
128,63,381
50,80,1320
109,33,36
106,13,833
123,39,3
113,78,50
126,16,65
108,8,6
59,17,328
35,9,69
33,45,2
43,25,17
48,25,33
52,27,2
86,82,18
47,70,40
21,57,5
105,67,52
69,3,941
22,47,29
112,70,1
46,45,1
120,41,29
103,36,15
36,40,20
104,54,270
52,77,30
13,14,6
41,49,15
44,7,17
44,70,2232
54,43,7366
61,38,52632
71,42,5827510
72,48,487995
77,40,18683562
83,31,40508
84,49,897779
24,49,17
35,26,76
35,67,2315
45,63,444
51,58,879
59,33,13793
67,26,6663
78,53,14059
128,60,669
64,59,9819
92,60,394
104,81,2133
21,26,222
127,49,95
119,7,80
111,61,2342
44,59,186
77,18,1038
104,59,488
25,44,40
113,59,369
27,52,3
102,70,692
17,8,135
47,28,195
64,20,82
102,44,456
115,64,865
54,12,1096
25,80,191
18,16,16
19,51,15
30,77,80
101,26,54
106,79,186
13,28,43
17,29,10
105,78,33
108,58,59
34,22,117
116,42,55
38,57,109
38,58,20
126,60,192
46,67,25
51,69,45
125,22,33
124,51,45
127,18,50
53,33,66
116,12,84
119,71,4
116,51,29
46,12,253
78,6,313
93,64,1
43,49,37
67,68,18
24,54,55
43,46,7
110,49,146
41,52,18
41,60,13
41,48,19
112,24,4
13,63,10
38,79,482
47,43,762
58,10,6152
62,45,51497
65,34,331697
68,45,397610
68,70,10433
70,45,1666027
71,61,43089
72,53,166321
78,55,26336
80,43,6394020
80,48,1497485
83,32,48349
91,42,7495
95,44,6103
97,61,11095
101,33,4391
117,21,745
33,24,1985
61,28,6645
97,66,3615
97,71,4138
97,8,8
97,9,43
111,68,81
55,26,1148
118,7,594
98,37,943
31,50,492
57,67,76
113,58,373
24,30,852
91,39,838
70,6,5
46,64,39
114,16,184
89,75,801
89,78,273
107,21,122
111,39,101
20,52,10
87,0,32
103,27,10
26,50,144
56,13,893
67,22,412
35,41,20
126,39,151
54,54,112
81,78,46
114,44,183
118,67,71
104,24,159
107,10,48
51,26,26
22,11,26
127,30,56
99,19,9
101,16,57
101,19,54
72,79,636
110,7,27
42,48,6
36,36,11
68,16,5
16,14,44
116,54,6
13,13,30
33,13,285
102,33,29
23,8,11
32,29,1981
32,59,5
9,45,33
33,80,2296
58,59,3984
64,51,43301
66,10,6406
67,51,127336
70,44,2314869
73,50,194345
74,18,6596
74,63,1793
85,35,247882
86,56,26572
94,27,15442
34,79,11261
37,80,1340
38,26,89
46,62,526
64,24,1473
91,67,2925
118,50,153
125,49,360
27,31,2857
32,41,216
52,1,878
88,23,371
37,72,55
97,38,811
57,1,427
61,30,41255
41,63,184
71,21,256
108,65,108
78,14,16
101,64,177
106,44,54
39,32,1071
104,39,406
24,0,84
95,72,915
103,71,134
104,74,117
3,30,14
4,30,18
39,19,67
6,3,22
49,31,1
111,9,49
55,67,3339
97,82,43
114,64,1064
44,43,82
23,66,44
8,9,33
111,12,7
22,12,72
65,0,3
87,81,6
111,37,1
124,38,8
122,79,108
33,10,60
101,41,1509
20,48,2
40,64,7
42,57,4
106,58,2
112,80,1
122,21,17
38,61,5
106,52,73
97,50,1
101,7,28
30,29,14
106,71,1
30,27,440
38,37,2142
56,47,6790
67,47,188510
69,33,64246
74,17,7628
76,30,1255509
77,22,96276
78,36,1575581
88,48,6282
92,36,4356
105,26,5058
24,48,133
32,35,2293
32,38,58
35,34,2882
117,55,1007
122,47,1369
128,50,208
82,2,1297
112,57,1602
52,39,2795
55,28,1816
93,29,3366
128,49,409
37,78,893
79,66,273
79,53,1760
92,52,357
38,72,493
31,41,111
81,16,14
50,28,1188
121,46,309
27,56,182
50,10,236
29,65,157
107,42,2
76,56,1196
104,5,22
67,2,1490
107,59,6
85,64,32
126,46,173
14,71,484
39,67,22
128,59,41
110,13,130
96,26,34
128,30,52
113,29,3
83,12,7
21,71,1
122,2,498
109,13,6
78,82,7
67,15,12
88,80,11
98,24,17
59,12,4
92,15,38
84,14,4
100,77,3
68,0,2
38,22,5
115,59,1
118,39,8
55,3,3
41,11,6
118,59,65
46,35,1
125,29,1
9,20,9
41,76,696
42,71,8744
60,55,32828
71,52,12846
73,42,6147176
74,30,571264
80,29,5737
82,36,1521676
90,37,2631
91,28,3175
91,44,1413
28,33,1687
74,9,5072
99,63,2010
94,60,110
98,74,269
41,43,143
92,47,2707
107,2,232
63,79,215
42,38,878
59,39,4228
29,50,610
105,42,538
44,33,644
49,28,1031
70,7,63
71,6,243
21,77,6
75,7,1
122,41,173
15,37,65
47,53,139
97,67,3105
123,48,204
73,64,52
94,39,639
52,82,53
36,63,39
96,46,16
3,3,26
37,47,16
64,3,55
125,19,101
44,11,147
63,22,113
127,24,11
28,19,3
63,15,14
60,62,24
61,17,3
107,6,9
60,61,347
94,5,305
45,55,31
115,25,627
30,44,1
100,3,102
14,16,7
17,71,14
96,14,2
38,5,71
44,75,450
55,2,3028
60,45,38772
67,23,12411
70,55,2544
82,57,13111
97,62,7233
103,29,1448
126,7,1595
30,35,2096
33,69,1813
41,24,43
81,14,2749
38,42,1020
101,63,3129
35,39,75
27,40,22
102,36,68
105,45,6
117,24,108
46,32,502
103,17,148
84,21,58
100,72,48
85,1,173
103,78,96
97,1,26
109,57,50
123,43,27
43,37,177
35,22,374
101,51,220
111,5,39
125,58,1127
92,64,125
118,55,113
96,57,1427
88,10,15
41,30,2572
56,4,80
32,24,42
13,10,33
111,78,35
120,64,1
48,44,1
123,25,39
126,20,10
37,10,4
101,20,4
40,78,423
123,36,9
45,20,6
77,82,10
50,31,19
37,28,50
103,10,1
48,57,13
87,3,52
113,72,1
120,27,1
104,38,2
65,48,12900
65,79,494
68,13,14705
75,53,345740
75,54,120831
80,49,588387
81,7,3348
81,48,347586
84,36,865954
84,44,529745
118,44,4843
127,44,2317
57,5,315
60,35,14154
62,40,1279
82,0,1724
92,41,32393
61,60,517
63,47,2781
80,11,10
104,8,252
45,18,13
23,5,9
37,65,295
56,54,7205
110,25,811
48,9,130
70,70,53
93,77,140
50,16,428
122,51,24
57,20,132
63,1,76
44,8,14
48,50,12
113,66,24
117,79,21
122,17,1
69,5,26
30,41,362
84,9,3
73,8,18
91,12,47
101,17,43
108,18,36
42,14,8
37,18,22
101,15,9
30,4,4
49,5,3
23,10,18
80,9,1
31,29,2
35,61,10
39,66,2333
43,75,545
59,22,15066
59,23,8722
63,31,182597
64,73,2126
66,45,217436
67,44,483155
72,57,16041
74,55,67916
76,40,24451946
78,52,218723
82,14,4844
92,32,12782
104,29,4765
120,8,10550
58,22,3732
60,59,2541
92,69,3724
111,65,128
89,9,934
97,3,214
101,80,104
70,18,1371
37,50,29
33,68,342
15,6,174
76,19,34
93,49,15
79,12,77
11,2,28
62,72,10
38,33,62
61,22,127
62,21,194
40,42,1
51,16,678
67,82,345
80,67,148
91,23,17
10,37,201
71,13,159
51,75,5180
67,63,25
77,6,367
106,49,167
97,49,60
70,57,685
16,26,59
110,11,103
110,12,49
97,57,7
2,3,32
4,4,78
49,67,79
117,1,36
118,1,115
25,23,9
56,73,38
119,64,11
33,21,41
82,64,19
87,82,4
23,81,4
53,17,24
111,71,16
103,56,7
108,34,5
96,22,47
110,5,34
106,66,53
99,26,2
75,4,16
103,31,317
51,54,18
113,31,1
1,7,3
98,69,6
57,56,21409
58,57,10892
68,41,2193650
72,44,5696338
75,44,6400698
76,43,6212935
77,58,14406
82,51,33581
83,39,3202574
86,47,822282
91,31,66804
119,10,3449
33,70,1947
38,81,777
49,56,37
82,50,35962
83,26,514
101,77,4039
126,49,231
53,2,718
90,67,1411
109,54,299
47,15,215
100,36,2795
102,50,229
100,63,4057
82,74,385
104,2,164
109,4,893
28,65,163
47,62,105
96,48,7177
38,35,190
89,54,496
104,42,685
85,6,117
118,22,90
44,37,1987
24,80,60
102,37,81
21,52,83
16,36,234
18,36,149
67,66,1826
73,73,65
41,61,19
111,45,93
98,68,50
42,4,11
126,48,80
89,72,6
124,49,35
11,8,16
113,53,1
127,16,452
89,81,15
20,69,83
97,35,120
40,23,1
38,23,6
82,82,1
29,46,4
63,18,34
85,77,7
20,29,9
60,71,202
113,6,1
109,27,1
87,8,2
70,74,59
33,56,475
48,66,11105
60,27,10767
62,52,6550
66,25,4562
67,50,154195
68,50,62741
70,53,17713
76,58,16610
83,21,8740
83,53,24876
85,41,501036
86,51,12479
86,58,52198
87,50,3685
87,58,47241
87,61,17814
91,45,2001
93,28,37100
35,29,481
36,37,3262
40,70,150
58,3,294
73,17,737
90,34,629
121,65,280
79,9,13
98,77,1557
80,82,468
86,19,30
92,46,2758
23,3,30
13,5,100
28,59,1529
56,36,38
69,62,2964
56,68,18
90,47,319
86,17,79
108,15,79
109,35,86
40,62,5
51,21,492
23,51,27
109,46,128
109,48,6
94,23,52
68,62,648
97,37,151
38,67,26
45,29,3
41,31,961
61,1,18
85,10,36
126,56,13
54,20,16
53,29,8
66,69,20
107,39,37
126,82,211
39,15,42
103,67,15
40,30,4
96,12,1
112,14,5
75,74,3
105,28,18
18,31,14
81,71,22
33,55,502
43,76,37
66,8,4484
68,53,33411
70,63,20475
72,20,1076
73,34,2373964
73,43,6840964
74,42,8146738
80,51,44931
86,46,740422
94,38,42
32,27,170
99,74,6958
103,80,2141
120,65,126
89,13,371
101,1,184
104,9,284
68,21,635
82,63,3265
97,41,782
77,1,193
27,59,604
34,39,279
92,63,403
47,5,1
58,48,398
65,25,430
85,62,988
120,39,153
122,42,427
10,0,71
25,43,26
47,22,106
30,0,92
31,0,121
86,9,203
100,73,311
86,0,33
95,54,15
102,65,181
40,18,17
118,43,51
35,23,138
55,78,43
30,10,119
126,11,410
79,15,7
69,2,29
104,57,3
96,61,304
123,54,21
68,80,13
51,35,52
24,38,1
86,3,468
120,26,2
100,8,1127
107,24,170
55,18,33
116,60,34
42,81,2
101,42,16
1,54,8
107,37,4
43,57,796
56,17,7133
59,25,9065
59,38,6716
60,38,4661
62,31,87031
65,41,25418
72,43,8765567
73,53,13018
88,47,37721
50,32,449
58,34,7572
62,58,3246
93,81,201
122,64,28
54,25,1036
59,30,7215
95,55,25
96,76,2234
9,6,210
73,71,196
91,35,43
22,70,10877
61,15,251
83,63,18
15,7,48
93,62,1839
11,0,49
93,54,984
19,52,52
105,77,96
34,26,55
65,66,72
35,24,125
93,12,10
115,54,6
55,66,257
90,15,619
125,16,277
66,20,112
46,28,80
107,75,5
112,21,517
55,24,7
106,38,14
24,46,32
107,12,4
51,71,3
112,35,3
95,78,48
119,26,1
56,81,136
106,74,4
124,79,2
98,8,9
114,26,1
114,2,14
104,67,4
97,21,2
69,74,6
106,33,3
32,80,3972
33,0,47
39,77,548
52,72,150
62,35,186229
65,5,8055
67,3,28723
69,43,4971996
71,29,94401
72,33,1099799
75,35,3894617
78,28,83602
86,40,310749
92,35,6328
96,71,6011
108,63,5523
116,22,909
39,34,84
60,57,34355
72,50,41564
124,48,236
62,49,741
83,62,1519
114,56,1431
116,35,960
50,22,1019
88,16,2008
68,79,1490
19,23,313
58,26,1024
106,19,412
22,10,198
59,37,1180
9,5,387
72,1,329
48,12,619
37,36,25
56,18,179
122,43,250
64,22,200
114,62,2042
60,14,83
49,24,33
2,33,142
95,50,46
27,13,7
96,81,126
33,19,97
125,6,177
37,59,109
55,31,106
67,1,8
45,30,12
6,5,106
54,39,138
61,65,96
53,67,4294
119,22,65
40,51,11
65,14,1
55,51,18
87,76,30
34,34,52
41,77,8
80,70,5
21,55,3
9,22,4
121,79,13
85,3,28
26,69,829
119,60,55
92,16,3
119,58,2
39,76,167
60,52,6301
64,53,125039
66,4,23551
71,49,376761
73,33,4779108
73,49,208099
82,39,2270290
84,53,5517
85,30,15940
88,62,4754
89,32,85981
101,62,7862
111,58,1648
119,16,3312
33,67,1733
35,36,1884
106,50,5457
117,53,7
91,60,1025
106,81,390
121,66,120
73,74,936
102,40,1399
11,5,104
36,45,551
44,12,587
46,11,577
88,15,102
111,40,121
111,41,80
13,38,296
20,34,201
10,29,14
45,67,42
59,6,24
13,42,7
74,76,29
55,65,272
79,6,104
124,54,13
50,62,131
79,69,55
4,7,2
48,36,51
46,69,5
33,48,49
108,73,2
1,53,7
39,29,2
47,42,9918
57,36,4750
65,31,27336
73,31,118237
80,52,39918
82,12,1793
82,46,214836
84,20,2445
89,40,52857
89,47,2130
95,68,446
112,48,3686
33,73,2210
33,77,5547
56,40,4429
57,0,241
75,16,3561
82,5,282
92,44,51091
64,55,8963
84,6,1308
103,21,1935
32,53,97
34,35,106
85,2,107
89,53,4524
30,30,416
56,64,81
60,80,4128
108,39,87
79,23,70
23,32,1519
51,29,670
69,12,154
38,60,2
48,26,25
66,2,1613
5,28,2
99,53,331
123,9,1094
113,51,86
107,45,78
120,46,15
49,29,60
49,47,71
126,59,72
35,7,5
102,58,49
122,14,48
74,15,71
115,63,628
68,7,31
116,8,12
89,61,7
94,16,34
57,71,116
68,19,1
20,27,12
123,80,73
40,59,9
97,16,4
90,8,1
120,29,182
61,82,15
117,0,7
122,22,1
47,65,14
47,67,6620
69,20,12156
69,26,63156
73,23,9624
75,36,5606434
77,21,8500
79,31,106317
85,34,47421
86,39,49454
88,46,37666
103,49,7612
105,27,2805
105,61,4627
30,40,20
34,76,2504
73,58,8007
30,33,91
47,12,1533
52,24,839
100,5,211
15,16,595
39,48,71
74,60,51
83,14,994
102,69,208
60,37,1128
118,36,40
111,23,92
86,25,5110
26,0,86
58,77,264
63,10,196
126,40,347
64,25,141
46,52,55
51,49,127
39,47,1
7,7,31
60,69,72
95,22,2
53,28,66
62,19,1
97,18,54
110,73,6
23,68,7
121,64,10
121,81,1556
95,10,15
63,9,301
39,30,81
116,80,2
6,16,21
41,45,1
9,32,1
34,61,3
49,53,614
60,26,10789
60,53,13689
61,53,3181
62,67,1795
63,44,121805
66,26,3052
68,48,897896
75,41,10076293
76,24,134343
76,48,1845023
80,41,8335161
81,17,1664
85,56,37379
90,58,12465
95,70,6086
115,22,4558
41,69,1459
82,26,571
107,50,4233
127,64,555
48,16,1030
60,29,3658
84,76,165
106,3,15
57,2,1117
105,56,193
94,37,15
96,50,858
118,24,370
45,33,374
72,4,302
59,50,2207
27,55,28
81,62,74
86,63,69
110,15,555
16,78,10
47,41,160
87,49,117
49,63,209
0,31,132
53,11,85
90,33,3355
106,62,311
45,75,16
125,41,28
95,47,42
103,82,16
35,8,5
64,67,282
53,52,8
124,17,371
